Read by,DR Version 10,5/25/2006 8:46,
Site,933,,
Site Description,Beresford,,
Project Code,New,,
Project Description,WAPA Anemometer Loan Program,,
Location Description,"Beresford, SD, 57004",,
Site Elevation,1443.5,,
Time Zone,0,,
Latitude,43.0889,,
Longitude,96.7869,,
Units,English,,
Logger Model Number,2333,,
Logger Serial Number,933,,
Logger Firmware Version,9,,
DataPlug Serial Number,1834,,
Previously Read,NO,,
Start Time,4/2/2006 20:13,,
Battery Voltage at Start,6.6,,
Gust Speed,55,,
Gust Direction,249,,
Gust Time,4/6/2006 7:33,,
Stop Time,5/1/2006 0:50,,
Battery Voltage at Stop,5.5,,
[Channel01],,,
Sensor Type,1,,
Description,NRG #40 Maximum Anemometer,,
S/N,None,,
Height,66,,
Scale Factor,1.711,,
Offset,0.78,,
Print Precision,###.#,,
Units,mph,,
[Channel02],,,
Sensor Type,4,,
Description,NRG #200P Wind Direction Vane,,
S/N,None,,
Height,66,,
Scale Factor,1,,
Offset,0,,
Print Precision,###,,
Units,Degrees,,
[Channel03],,,
Sensor Type,6,,
Description,NRG #110S Temperature Sensor,,
S/N,None,,
Height,0,,
Scale Factor,1,,
Offset,-123.5,,
Print Precision,###.#,,
Units,Degrees F,,
,,,
Raw Header:,,,
33 09 33 09 33 23 09 02 2A 07 98 3F A1 FF FF FF ,,,
0D 14 02 04 6A AA FF FF 3F B1 21 07 06 04 6A FF ,,,
32 00 01 05 6A 8D FF FF ,,,
Time Stamp,Average Speed,Standard Deviation,Average Direction
4/2/2006 20:10,15.9,2.51,135
4/2/2006 20:20,15.1,2.03,135
4/2/2006 20:30,15.3,2.19,135
4/2/2006 20:40,15.3,1.82,135
4/2/2006 20:50,16.5,1.6,135
4/2/2006 21:00,15.2,1.92,135
4/2/2006 21:10,14.8,2.3,135
4/2/2006 21:20,15.8,2.19,135
4/2/2006 21:30,16,1.92,158
4/2/2006 21:40,16,2.46,158
4/2/2006 21:50,15.4,1.82,158
4/2/2006 22:00,14.7,1.66,135
4/2/2006 22:10,15.1,2.19,135
4/2/2006 22:20,13.9,2.62,135
4/2/2006 22:30,14.3,2.14,135
4/2/2006 22:40,13.1,1.66,135
4/2/2006 22:50,12.2,2.14,158
4/2/2006 23:00,11.1,2.46,135
4/2/2006 23:10,11.4,2.14,135
4/2/2006 23:20,14.4,2.3,158
4/2/2006 23:30,12.9,2.3,135
4/2/2006 23:40,14.9,2.3,135
4/2/2006 23:50,13.3,2.51,135
4/3/2006 0:00,14.3,2.51,135
4/3/2006 0:10,13.4,2.83,135
4/3/2006 0:20,14.6,2.73,135
4/3/2006 0:30,13.5,3.05,135
4/3/2006 0:40,13.5,2.46,135
4/3/2006 0:50,13.7,2.41,135
4/3/2006 1:00,13.8,2.35,135
4/3/2006 1:10,12.5,2.46,135
4/3/2006 1:20,10.9,2.89,135
4/3/2006 1:30,13,2.67,135
4/3/2006 1:40,13.5,2.19,135
4/3/2006 1:50,13.7,2.94,135
4/3/2006 2:00,13.6,2.57,135
4/3/2006 2:10,13,2.57,135
4/3/2006 2:20,12.9,2.62,135
4/3/2006 2:30,12.8,2.83,135
4/3/2006 2:40,13.5,3.26,135
4/3/2006 2:50,12.6,2.14,135
4/3/2006 3:00,13.1,2.57,135
4/3/2006 3:10,14.3,2.25,135
4/3/2006 3:20,13.9,2.19,135
4/3/2006 3:30,12.1,1.92,135
4/3/2006 3:40,13.8,2.03,135
4/3/2006 3:50,12.9,2.25,135
4/3/2006 4:00,13.9,2.19,135
4/3/2006 4:10,12,2.35,135
4/3/2006 4:20,12.7,2.19,135
4/3/2006 4:30,11.4,1.82,135
4/3/2006 4:40,11.2,1.76,135
4/3/2006 4:50,13,1.98,135
4/3/2006 5:00,10.1,2.09,113
4/3/2006 5:10,8.5,2.57,135
4/3/2006 5:20,11.6,1.82,135
4/3/2006 5:30,11,2.03,135
4/3/2006 5:40,10.1,1.39,135
4/3/2006 5:50,7.9,1.02,135
4/3/2006 6:00,7,1.02,135
4/3/2006 6:10,7.7,1.34,113
4/3/2006 6:20,5.7,0.7,113
4/3/2006 6:30,6.3,0.53,113
4/3/2006 6:40,5.5,0.7,113
4/3/2006 6:50,4.7,0.43,90
4/3/2006 7:00,4.2,0.37,90
4/3/2006 7:10,4.7,0.43,90
4/3/2006 7:20,4.7,0.43,90
4/3/2006 7:30,5.1,0.43,68
4/3/2006 7:40,5.9,0.37,68
4/3/2006 7:50,6.6,0.37,68
4/3/2006 8:00,6.6,0.43,68
4/3/2006 8:10,6.1,0.48,45
4/3/2006 8:20,6.9,0.48,45
4/3/2006 8:30,7.8,0.53,45
4/3/2006 8:40,7.8,0.37,23
4/3/2006 8:50,7.7,0.43,23
4/3/2006 9:00,8.4,0.48,23
4/3/2006 9:10,8.4,0.53,45
4/3/2006 9:20,8.1,0.48,23
4/3/2006 9:30,8.2,0.96,23
4/3/2006 9:40,8.2,0.53,23
4/3/2006 9:50,8.2,0.43,23
4/3/2006 10:00,8.5,0.48,23
4/3/2006 10:10,9.2,0.53,23
4/3/2006 10:20,9.5,0.53,23
4/3/2006 10:30,9,0.59,23
4/3/2006 10:40,7.8,0.53,23
4/3/2006 10:50,8,0.53,23
4/3/2006 11:00,7,0.43,23
4/3/2006 11:10,8,0.75,23
4/3/2006 11:20,8.8,0.48,23
4/3/2006 11:30,8.5,0.86,23
4/3/2006 11:40,7.9,0.53,0
4/3/2006 11:50,8.4,0.75,0
4/3/2006 12:00,8.7,0.43,0
4/3/2006 12:10,9.8,0.59,0
4/3/2006 12:20,10.4,0.43,0
4/3/2006 12:30,11,0.75,0
4/3/2006 12:40,10.7,0.75,0
4/3/2006 12:50,10.7,0.7,0
4/3/2006 13:00,10.4,0.7,0
4/3/2006 13:10,11.2,0.86,0
4/3/2006 13:20,11.2,0.59,0
4/3/2006 13:30,11.3,0.59,0
4/3/2006 13:40,11.2,0.75,0
4/3/2006 13:50,11.5,0.8,0
4/3/2006 14:00,10.9,0.91,0
4/3/2006 14:10,10.1,0.75,0
4/3/2006 14:20,9.9,0.64,0
4/3/2006 14:30,10.2,0.53,0
4/3/2006 14:40,10.4,0.48,0
4/3/2006 14:50,10.9,0.59,0
4/3/2006 15:00,10.1,0.64,338
4/3/2006 15:10,10.1,0.53,338
4/3/2006 15:20,10.8,0.75,0
4/3/2006 15:30,11.1,0.86,0
4/3/2006 15:40,10.6,0.86,338
4/3/2006 15:50,9.5,0.86,338
4/3/2006 16:00,9.4,0.64,338
4/3/2006 16:10,10,0.8,338
4/3/2006 16:20,11,0.86,338
4/3/2006 16:30,11.8,0.8,338
4/3/2006 16:40,12.2,0.86,338
4/3/2006 16:50,12.2,0.91,315
4/3/2006 17:00,12.5,0.96,338
4/3/2006 17:10,12.7,1.02,338
4/3/2006 17:20,13.2,1.07,338
4/3/2006 17:30,14,1.28,338
4/3/2006 17:40,13.5,1.28,338
4/3/2006 17:50,13.8,1.23,315
4/3/2006 18:00,13.7,1.28,315
4/3/2006 18:10,13.9,1.28,315
4/3/2006 18:20,13.8,1.18,315
4/3/2006 18:30,12.7,1.23,338
4/3/2006 18:40,12.8,1.55,338
4/3/2006 18:50,14.5,1.55,315
4/3/2006 19:00,13.8,1.39,315
4/3/2006 19:10,14,1.66,315
4/3/2006 19:20,13.8,1.5,315
4/3/2006 19:30,13.3,1.5,315
4/3/2006 19:40,14.4,1.76,315
4/3/2006 19:50,14.7,1.71,315
4/3/2006 20:00,13.6,1.6,315
4/3/2006 20:10,14.3,1.55,338
4/3/2006 20:20,13.7,1.71,338
4/3/2006 20:30,14.8,1.87,338
4/3/2006 20:40,13.7,1.6,315
4/3/2006 20:50,13.5,1.98,315
4/3/2006 21:00,13.6,2.14,315
4/3/2006 21:10,13.2,2.19,338
4/3/2006 21:20,14.6,2.41,338
4/3/2006 21:30,14.4,1.71,338
4/3/2006 21:40,14.2,2.14,338
4/3/2006 21:50,14.3,1.87,338
4/3/2006 22:00,14.3,2.09,338
4/3/2006 22:10,14.4,2.19,338
4/3/2006 22:20,13.9,1.87,338
4/3/2006 22:30,13.9,1.98,338
4/3/2006 22:40,14.3,2.25,338
4/3/2006 22:50,13.7,2.57,338
4/3/2006 23:00,13.9,1.92,338
4/3/2006 23:10,13.5,1.82,338
4/3/2006 23:20,14.5,2.35,315
